# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# CSV_HEADER = metadata_id,file_list,temporal_segment_start,temporal_segment_end,metadata
"378_XNXeGiIq","[""VID_20231206_193833.mp4""]",0.5,1.455,"{""TEMPORAL-SEGMENTS"":""3""}"
"379_0O4Q4JXt","[""VID_20231206_193838.mp4""]",0,0.18,"{""TEMPORAL-SEGMENTS"":""1""}"
"379_IXSe5Ac6","[""VID_20231206_193838.mp4""]",0.18,1.3,"{""TEMPORAL-SEGMENTS"":""3""}"
"380_WT8h9xMA","[""VID_20231206_193843.mp4""]",0,1.28,"{""TEMPORAL-SEGMENTS"":""3""}"
"381_2cwbuzSn","[""VID_20231206_193848.mp4""]",0,0.48,"{""TEMPORAL-SEGMENTS"":""1""}"
"381_mPnsJ0zV","[""VID_20231206_193848.mp4""]",0.48,1.472,"{""TEMPORAL-SEGMENTS"":""3""}"
"382_tjrtSaDy","[""VID_20231206_194706.mp4""]",0,1.46,"{""TEMPORAL-SEGMENTS"":""0""}"
"383_OTXsXo7X","[""VID_20231206_194716.mp4""]",0,1.54,"{""TEMPORAL-SEGMENTS"":""3""}"
"384_LhU9XJEb","[""VID_20231206_194721.mp4""]",0,1.14,"{""TEMPORAL-SEGMENTS"":""3""}"
"385_3TV5zvJA","[""VID_20231206_194725.mp4""]",0,1.38,"{""TEMPORAL-SEGMENTS"":""3""}"
"386_8RRHZJcs","[""VID_20231206_194729.mp4""]",0,2.38,"{""TEMPORAL-SEGMENTS"":""3""}"
"387_Xb6QRd1N","[""VID_20231206_194733.mp4""]",0,1.9,"{""TEMPORAL-SEGMENTS"":""3""}"
"388_1u8z8UOI","[""VID_20231206_194737.mp4""]",0,1.4,"{""TEMPORAL-SEGMENTS"":""3""}"
"389_3Ct6HSNM","[""VID_20231206_194741.mp4""]",0,1.48,"{""TEMPORAL-SEGMENTS"":""3""}"
"390_bSqhiqpi","[""VID_20231118_123521.mp4""]",0,0.68,"{""TEMPORAL-SEGMENTS"":""1""}"
"390_pTB1Rq3J","[""VID_20231118_123521.mp4""]",0.68,2.18,"{""TEMPORAL-SEGMENTS"":""7""}"
"391_yHdE6YFY","[""VID_20231118_123530.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"391_ItdCOKkM","[""VID_20231118_123530.mp4""]",0.28,1.5,"{""TEMPORAL-SEGMENTS"":""7""}"
"392_xTbaipza","[""VID_20231118_123536.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"392_6uUJB2QY","[""VID_20231118_123536.mp4""]",0.3,1.74,"{""TEMPORAL-SEGMENTS"":""7""}"
"393_CXpwjNui","[""VID_20231118_123540.mp4""]",0,0.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"393_R39XqISO","[""VID_20231118_123540.mp4""]",0.4,2.18,"{""TEMPORAL-SEGMENTS"":""7""}"
"394_dl9XXVPU","[""VID_20231118_123548.mp4""]",0,0.6,"{""TEMPORAL-SEGMENTS"":""1""}"
"394_Uf3q7ahF","[""VID_20231118_123548.mp4""]",0.6,2.12,"{""TEMPORAL-SEGMENTS"":""7""}"
"395_XhEX8fi0","[""VID_20231118_123709.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"395_VaGIiypG","[""VID_20231118_123709.mp4""]",0.38,2.2,"{""TEMPORAL-SEGMENTS"":""7""}"
"396_bhsV7H8q","[""VID_20231118_123717.mp4""]",0,2.9,"{""TEMPORAL-SEGMENTS"":""1""}"
"396_A17yg73X","[""VID_20231118_123717.mp4""]",2.9,4.42,"{""TEMPORAL-SEGMENTS"":""7""}"
"396_wouMKPGr","[""VID_20231118_123717.mp4""]",4.42,4.866,"{""TEMPORAL-SEGMENTS"":""1""}"
"397_pJoQC97T","[""VID_20231118_123727.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"397_3QzbLuKZ","[""VID_20231118_123727.mp4""]",0.3,1.96,"{""TEMPORAL-SEGMENTS"":""7""}"
"398_LXGuoNMm","[""VID_20231118_123733.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"398_gPVk6XPy","[""VID_20231118_123733.mp4""]",0.26,2.22,"{""TEMPORAL-SEGMENTS"":""7""}"
"399_iokAjpH1","[""VID_20231118_123738.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"399_wWMWwpxw","[""VID_20231118_123738.mp4""]",0.24,2.06,"{""TEMPORAL-SEGMENTS"":""7""}"
"400_LqtlYumF","[""VID_20231118_123743.mp4""]",0,1.32,"{""TEMPORAL-SEGMENTS"":""7""}"
"400_NDuLph3C","[""VID_20231118_123743.mp4""]",1.32,1.76,"{""TEMPORAL-SEGMENTS"":""1""}"
"400_V36XmxxK","[""VID_20231118_123743.mp4""]",1.76,2.716,"{""TEMPORAL-SEGMENTS"":""8""}"
"401_M1EQwfZl","[""VID_20231118_123749.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"401_UAS4CaGC","[""VID_20231118_123749.mp4""]",0.3,1.98,"{""TEMPORAL-SEGMENTS"":""7""}"
"401_rXjbSKzM","[""VID_20231118_123749.mp4""]",1.98,3.8,"{""TEMPORAL-SEGMENTS"":""8""}"
"402_e9dWg3om","[""VID_20231118_123755.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"402_5KAKvJck","[""VID_20231118_123755.mp4""]",0.26,2.02,"{""TEMPORAL-SEGMENTS"":""7""}"
"403_znpBb6aw","[""VID_20231118_123759.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"403_XehCzT5S","[""VID_20231118_123759.mp4""]",0.24,1.96,"{""TEMPORAL-SEGMENTS"":""7""}"
"403_hXOwHYXp","[""VID_20231118_123759.mp4""]",1.96,2.432,"{""TEMPORAL-SEGMENTS"":""8""}"
"404_az1YTz5Z","[""VID_20231118_125020.mp4""]",0,0.22,"{""TEMPORAL-SEGMENTS"":""1""}"
"404_dgvSVQaT","[""VID_20231118_125020.mp4""]",0.22,1.98,"{""TEMPORAL-SEGMENTS"":""7""}"
"405_2yNEzZk1","[""VID_20231118_125025.mp4""]",0,0.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"405_XppzzRmr","[""VID_20231118_125025.mp4""]",0.32,1.96,"{""TEMPORAL-SEGMENTS"":""7""}"
"405_74i3QrCM","[""VID_20231118_125025.mp4""]",1.96,2.423,"{""TEMPORAL-SEGMENTS"":""1""}"
"406_kXiC38C8","[""VID_20231118_125044.mp4""]",0,0.18,"{""TEMPORAL-SEGMENTS"":""1""}"
"406_nLPDGeq8","[""VID_20231118_125044.mp4""]",0.18,1.74,"{""TEMPORAL-SEGMENTS"":""7""}"
"406_ROXvXFVt","[""VID_20231118_125044.mp4""]",1.74,2.119,"{""TEMPORAL-SEGMENTS"":""1""}"
"407_Y91Ozmwy","[""VID_20231118_125048.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"407_9XlZXHIg","[""VID_20231118_125048.mp4""]",0.3,2.08,"{""TEMPORAL-SEGMENTS"":""7""}"
"407_t7F9bwpu","[""VID_20231118_125048.mp4""]",2.08,2.388,"{""TEMPORAL-SEGMENTS"":""1""}"
"408_UGbgTtzD","[""VID_20231118_125054.mp4""]",0,0.22,"{""TEMPORAL-SEGMENTS"":""1""}"
"408_YRfR8HRf","[""VID_20231118_125054.mp4""]",0.22,2.06,"{""TEMPORAL-SEGMENTS"":""7""}"
"408_iFqw1rQH","[""VID_20231118_125054.mp4""]",2.06,3.14,"{""TEMPORAL-SEGMENTS"":""1""}"
"408_zf8Vbp6X","[""VID_20231118_125054.mp4""]",3.14,3.776,"{""TEMPORAL-SEGMENTS"":""8""}"
"409_DHAQi7Tb","[""VID_20231118_125100.mp4""]",0,1.56,"{""TEMPORAL-SEGMENTS"":""7""}"
"409_mqlCqsBa","[""VID_20231118_125100.mp4""]",1.56,1.957,"{""TEMPORAL-SEGMENTS"":""1""}"
"410_bO0nLxQ7","[""VID_20231118_125105.mp4""]",0,1.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"410_izESJhwX","[""VID_20231118_125105.mp4""]",1.28,2.9,"{""TEMPORAL-SEGMENTS"":""7""}"
"410_jBVE443V","[""VID_20231118_125105.mp4""]",2.9,3.439,"{""TEMPORAL-SEGMENTS"":""1""}"
"411_gMrevPQa","[""VID_20231118_125111.mp4""]",0,0.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"411_I9q7igeW","[""VID_20231118_125111.mp4""]",0.32,1.76,"{""TEMPORAL-SEGMENTS"":""7""}"
"411_X0hCBLZE","[""VID_20231118_125111.mp4""]",1.76,2.197,"{""TEMPORAL-SEGMENTS"":""1""}"
"412_WKlbjg3Y","[""VID_20231118_125116.mp4""]",0,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"412_lslYGYZG","[""VID_20231118_125116.mp4""]",0.42,1.96,"{""TEMPORAL-SEGMENTS"":""7""}"
"412_jrxKDJtG","[""VID_20231118_125116.mp4""]",1.96,2.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"413_HpbJDe8z","[""VID_20231130_205320.mp4""]",0,0.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"413_lVIQjiRk","[""VID_20231130_205320.mp4""]",0.4,2.04,"{""TEMPORAL-SEGMENTS"":""7""}"
"414_0vz5GX0B","[""VID_20231130_205327.mp4""]",0,1.44,"{""TEMPORAL-SEGMENTS"":""7""}"
"415_WAl5OfYt","[""VID_20231130_205332.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"415_cYBzXVnY","[""VID_20231130_205332.mp4""]",0.38,1.72,"{""TEMPORAL-SEGMENTS"":""7""}"
"415_bG05SMJf","[""VID_20231130_205332.mp4""]",1.72,2.037,"{""TEMPORAL-SEGMENTS"":""1""}"
"416_pI22TbTi","[""VID_20231130_205339.mp4""]",0,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"416_yAerA5IJ","[""VID_20231130_205339.mp4""]",0.42,1.82,"{""TEMPORAL-SEGMENTS"":""7""}"
"417_LE7wUhP2","[""VID_20231130_205344.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"417_pj0KX3yV","[""VID_20231130_205344.mp4""]",0.38,1.82,"{""TEMPORAL-SEGMENTS"":""7""}"
"418_HNuhuSPQ","[""VID_20231130_205349.mp4""]",0,1.94,"{""TEMPORAL-SEGMENTS"":""7""}"
"419_xr23nbjo","[""VID_20231130_205355.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"419_2rhOLJJM","[""VID_20231130_205355.mp4""]",0.28,2.18,"{""TEMPORAL-SEGMENTS"":""7""}"
"420_EG0QHvbf","[""VID_20231130_205400.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"420_NnfhlFGn","[""VID_20231130_205400.mp4""]",0.26,1.98,"{""TEMPORAL-SEGMENTS"":""7""}"
"421_V19Y0fKY","[""VID_20231130_205405.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"421_7LwsDFCK","[""VID_20231130_205405.mp4""]",0.52,1.86,"{""TEMPORAL-SEGMENTS"":""7""}"
"421_Q39ss6ql","[""VID_20231130_205405.mp4""]",1.86,2.188,"{""TEMPORAL-SEGMENTS"":""8""}"
"422_wzZj5qSw","[""VID_20231130_210223.mp4""]",0,1.62,"{""TEMPORAL-SEGMENTS"":""7""}"
"423_3XFaDzDC","[""VID_20231130_210228.mp4""]",0,1.6,"{""TEMPORAL-SEGMENTS"":""7""}"
"424_yszToufF","[""VID_20231130_210232.mp4""]",0,0.62,"{""TEMPORAL-SEGMENTS"":""1""}"
"424_wD18g5Xj","[""VID_20231130_210232.mp4""]",0.7,2.26,"{""TEMPORAL-SEGMENTS"":""7""}"
"425_mtSjiKC4","[""VID_20231130_210237.mp4""]",0,1.58,"{""TEMPORAL-SEGMENTS"":""7""}"
"426_OxDe5HEr","[""VID_20231130_210242.mp4""]",0,1.48,"{""TEMPORAL-SEGMENTS"":""7""}"
"426_q2SyKIGR","[""VID_20231130_210242.mp4""]",1.48,1.941,"{""TEMPORAL-SEGMENTS"":""8""}"
"428_vXeLjqx9","[""VID_20231130_210251.mp4""]",0,1.78,"{""TEMPORAL-SEGMENTS"":""7""}"
"429_J4ET04FX","[""VID_20231130_210256.mp4""]",0,1.48,"{""TEMPORAL-SEGMENTS"":""7""}"
"429_jbRJXVrm","[""VID_20231130_210256.mp4""]",1.48,1.92,"{""TEMPORAL-SEGMENTS"":""1""}"
"430_pw22km6e","[""VID_20231130_210301.mp4""]",0,1.62,"{""TEMPORAL-SEGMENTS"":""7""}"
"431_DHhaVHXk","[""VID_20231205_203901.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"431_lTuiTUbm","[""VID_20231205_203901.mp4""]",0.52,1.92,"{""TEMPORAL-SEGMENTS"":""7""}"
"432_XLfx8GX9","[""VID_20231205_203908.mp4""]",0,0.78,"{""TEMPORAL-SEGMENTS"":""1""}"
"432_TXr9mrsx","[""VID_20231205_203908.mp4""]",0.78,2.78,"{""TEMPORAL-SEGMENTS"":""7""}"
"433_Ccvmwzc8","[""VID_20231205_203914.mp4""]",0,0.62,"{""TEMPORAL-SEGMENTS"":""1""}"
"433_X2sdyXWy","[""VID_20231205_203914.mp4""]",0.62,2.46,"{""TEMPORAL-SEGMENTS"":""7""}"
"434_w0VJSSCQ","[""VID_20231205_203921.mp4""]",0,2.12,"{""TEMPORAL-SEGMENTS"":""1""}"
"434_tlQhuGmI","[""VID_20231205_203921.mp4""]",2.12,4.22,"{""TEMPORAL-SEGMENTS"":""7""}"
"435_qOrTXW8m","[""VID_20231205_203929.mp4""]",0,1.62,"{""TEMPORAL-SEGMENTS"":""1""}"
"435_ewEXKWNW","[""VID_20231205_203929.mp4""]",1.62,3.54,"{""TEMPORAL-SEGMENTS"":""7""}"
"436_E28XFpYF","[""VID_20231205_203938.mp4""]",0,0.78,"{""TEMPORAL-SEGMENTS"":""1""}"
"436_xcbC938A","[""VID_20231205_203938.mp4""]",0.78,2.78,"{""TEMPORAL-SEGMENTS"":""7""}"
"437_SwA8I0Rj","[""VID_20231205_203944.mp4""]",0,0.98,"{""TEMPORAL-SEGMENTS"":""1""}"
"437_47BpTI2Z","[""VID_20231205_203944.mp4""]",0.98,2.88,"{""TEMPORAL-SEGMENTS"":""7""}"
"438_XOwvkHb8","[""VID_20231205_203952.mp4""]",0,0.96,"{""TEMPORAL-SEGMENTS"":""1""}"
"438_Fb1KiBtc","[""VID_20231205_203952.mp4""]",0.96,3.06,"{""TEMPORAL-SEGMENTS"":""7""}"
"439_NGa38AdP","[""VID_20231205_203959.mp4""]",0,0.74,"{""TEMPORAL-SEGMENTS"":""1""}"
"439_ogQDsw6K","[""VID_20231205_203959.mp4""]",0.74,2.8,"{""TEMPORAL-SEGMENTS"":""7""}"
"440_upkQbrfk","[""VID_20231206_193912.mp4""]",0,0.46,"{""TEMPORAL-SEGMENTS"":""1""}"
"440_YuFe7X8K","[""VID_20231206_193912.mp4""]",0.46,1.78,"{""TEMPORAL-SEGMENTS"":""7""}"
"441_bX9gGedF","[""VID_20231206_193917.mp4""]",0,0.18,"{""TEMPORAL-SEGMENTS"":""1""}"
"441_jqDzDHz7","[""VID_20231206_193917.mp4""]",0.18,1.44,"{""TEMPORAL-SEGMENTS"":""7""}"
"442_XRCXxEP3","[""VID_20231206_193922.mp4""]",0,1.24,"{""TEMPORAL-SEGMENTS"":""7""}"
"443_DR8XxGNS","[""VID_20231206_193926.mp4""]",0,1.46,"{""TEMPORAL-SEGMENTS"":""7""}"
"444_r6u229Xv","[""VID_20231206_193931.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"444_ovTaDXpd","[""VID_20231206_193931.mp4""]",0.24,1.86,"{""TEMPORAL-SEGMENTS"":""7""}"
"445_FSKozH4J","[""VID_20231206_193935.mp4""]",0,1.42,"{""TEMPORAL-SEGMENTS"":""7""}"
"446_CLMvVcU9","[""VID_20231206_193940.mp4""]",0,1.26,"{""TEMPORAL-SEGMENTS"":""7""}"
"447_54bdPzib","[""VID_20231206_193945.mp4""]",0,1.4,"{""TEMPORAL-SEGMENTS"":""7""}"
"448_NZxXPbSp","[""VID_20231206_193949.mp4""]",0,1.44,"{""TEMPORAL-SEGMENTS"":""7""}"
"448_6Z1CWJJW","[""VID_20231206_193949.mp4""]",1.44,1.696,"{""TEMPORAL-SEGMENTS"":""1""}"
"449_c8i1G9OO","[""VID_20231206_194006.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"449_XVOHaWK4","[""VID_20231206_194006.mp4""]",0.3,1.54,"{""TEMPORAL-SEGMENTS"":""7""}"
"450_Je5n5znI","[""VID_20231206_194011.mp4""]",0,1.18,"{""TEMPORAL-SEGMENTS"":""7""}"
"451_EXqg5u0W","[""VID_20231206_194019.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"451_rqqAXAn8","[""VID_20231206_194019.mp4""]",0.34,1.46,"{""TEMPORAL-SEGMENTS"":""7""}"
"452_s9yzy1IU","[""VID_20231206_194024.mp4""]",0,0.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"452_FgR5TJVi","[""VID_20231206_194024.mp4""]",0,1.7,"{""TEMPORAL-SEGMENTS"":""7""}"
"453_NyaXbOzT","[""VID_20231206_194031.mp4""]",0,0.54,"{""TEMPORAL-SEGMENTS"":""1""}"
"453_QZ8IyXhq","[""VID_20231206_194031.mp4""]",0.54,1.94,"{""TEMPORAL-SEGMENTS"":""7""}"
"454_hvpHFptY","[""VID_20231206_194038.mp4""]",0,1.14,"{""TEMPORAL-SEGMENTS"":""7""}"
"455_OIBpDLUb","[""VID_20231206_194043.mp4""]",0,0.92,"{""TEMPORAL-SEGMENTS"":""1""}"
"455_59JCJtQk","[""VID_20231206_194043.mp4""]",0.92,2.42,"{""TEMPORAL-SEGMENTS"":""7""}"
"456_3oNAxuCF","[""VID_20231206_194745.mp4""]",0,1.4,"{""TEMPORAL-SEGMENTS"":""3""}"
"457_Asc3I0fx","[""VID_20231206_194755.mp4""]",0,1.54,"{""TEMPORAL-SEGMENTS"":""7""}"
"458_zIZYhnmO","[""VID_20231206_194759.mp4""]",0,1.44,"{""TEMPORAL-SEGMENTS"":""7""}"
"459_35XOAlbI","[""VID_20231206_194802.mp4""]",0,1.34,"{""TEMPORAL-SEGMENTS"":""7""}"
"460_T0dX8VMW","[""VID_20231206_194806.mp4""]",0,1.44,"{""TEMPORAL-SEGMENTS"":""7""}"
"461_Vqc1EkJC","[""VID_20231206_194810.mp4""]",0,1.72,"{""TEMPORAL-SEGMENTS"":""7""}"
"462_J2b2Tt4O","[""VID_20231206_194813.mp4""]",0,1.3,"{""TEMPORAL-SEGMENTS"":""7""}"
"463_4zg16QCE","[""VID_20231206_194817.mp4""]",0,1.48,"{""TEMPORAL-SEGMENTS"":""7""}"
"464_ozieBW4l","[""VID_20231206_194820.mp4""]",0,1.68,"{""TEMPORAL-SEGMENTS"":""7""}"
"465_XX6GZAkr","[""VID_20231206_194824.mp4""]",0,1.82,"{""TEMPORAL-SEGMENTS"":""7""}"
"466_Nn1XKIk9","[""VID_20231104_122356.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"466_C0vHfh4J","[""VID_20231104_122356.mp4""]",0.28,2,"{""TEMPORAL-SEGMENTS"":""5""}"
"467_YJBDjFMz","[""VID_20231104_122405.mp4""]",0,1.36,"{""TEMPORAL-SEGMENTS"":""1""}"
"467_XBlC7JBG","[""VID_20231104_122405.mp4""]",1.36,2.8,"{""TEMPORAL-SEGMENTS"":""5""}"
"468_eynoTF5X","[""VID_20231104_122411.mp4""]",0,0.98,"{""TEMPORAL-SEGMENTS"":""1""}"
"468_B4zGvfXI","[""VID_20231104_122411.mp4""]",0.98,2.92,"{""TEMPORAL-SEGMENTS"":""5""}"
"470_xAfmxbXC","[""VID_20231104_122444.mp4""]",0,1.54,"{""TEMPORAL-SEGMENTS"":""5""}"
"471_5ylEkuUp","[""VID_20231104_122448.mp4""]",0.16,1.74,"{""TEMPORAL-SEGMENTS"":""5""}"
"471_961OaRBQ","[""VID_20231104_122448.mp4""]",1.74,2.197,"{""TEMPORAL-SEGMENTS"":""1""}"
"472_2tqBFrQR","[""VID_20231104_122455.mp4""]",0,1.76,"{""TEMPORAL-SEGMENTS"":""5""}"
"472_xRpuc8eP","[""VID_20231104_122455.mp4""]",1.76,2.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"473_lvQeF2Ph","[""VID_20231104_122500.mp4""]",0,0.54,"{""TEMPORAL-SEGMENTS"":""1""}"
"473_XJgeu0MW","[""VID_20231104_122500.mp4""]",0.54,2.32,"{""TEMPORAL-SEGMENTS"":""5""}"
"473_XsXxViH5","[""VID_20231104_122500.mp4""]",2.32,2.934,"{""TEMPORAL-SEGMENTS"":""8""}"
"474_Itq0yWmm","[""VID_20231104_122507.mp4""]",0,0.82,"{""TEMPORAL-SEGMENTS"":""8""}"
"474_z5C7RwMJ","[""VID_20231104_122507.mp4""]",0.82,1.96,"{""TEMPORAL-SEGMENTS"":""8""}"
"474_up5yXK0f","[""VID_20231104_122507.mp4""]",1.96,2.62,"{""TEMPORAL-SEGMENTS"":""1""}"
"474_4sqS9RHY","[""VID_20231104_122507.mp4""]",2.62,4.52,"{""TEMPORAL-SEGMENTS"":""5""}"
"476_M0r7sNCT","[""VID_20231104_122526.mp4""]",0,2.54,"{""TEMPORAL-SEGMENTS"":""1""}"
"476_XwcJqcBm","[""VID_20231104_122526.mp4""]",2.54,4.44,"{""TEMPORAL-SEGMENTS"":""5""}"
"477_6zGkSIEP","[""VID_20231104_122545.mp4""]",0,1.74,"{""TEMPORAL-SEGMENTS"":""1""}"
"477_TCaV80yW","[""VID_20231104_122545.mp4""]",1.74,3.38,"{""TEMPORAL-SEGMENTS"":""5""}"
"479_XjXt20mj","[""VID_20231104_122610.mp4""]",0,0.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"479_qNbBXn1s","[""VID_20231104_122610.mp4""]",0.4,2.36,"{""TEMPORAL-SEGMENTS"":""5""}"
"480_cZgvYXbK","[""VID_20231104_122622.mp4""]",0,3.98,"{""TEMPORAL-SEGMENTS"":""1""}"
"480_EK78zBXo","[""VID_20231104_122622.mp4""]",3.98,5.56,"{""TEMPORAL-SEGMENTS"":""5""}"
"480_sppMnX0D","[""VID_20231104_122622.mp4""]",5.56,6.505,"{""TEMPORAL-SEGMENTS"":""1""}"
"482_d2c4lv45","[""VID_20231104_122642.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"482_Pu9RXUN6","[""VID_20231104_122642.mp4""]",0.26,1.58,"{""TEMPORAL-SEGMENTS"":""5""}"
"482_XE3OfjoV","[""VID_20231104_122642.mp4""]",1.58,2.72,"{""TEMPORAL-SEGMENTS"":""1""}"
"483_HXjhX2oW","[""VID_20231104_122649.mp4""]",0,0.64,"{""TEMPORAL-SEGMENTS"":""1""}"
"483_OhEJuZTY","[""VID_20231104_122649.mp4""]",0.64,2.3,"{""TEMPORAL-SEGMENTS"":""0""}"
"486_mGuFQrba","[""VID_20231104_122720.mp4""]",0,1.5,"{""TEMPORAL-SEGMENTS"":""5""}"
"486_2ghQ5HU6","[""VID_20231104_122720.mp4""]",1.5,1.877,"{""TEMPORAL-SEGMENTS"":""1""}"
"489_n9fiYG7s","[""VID_20231104_122755.mp4""]",0,1.46,"{""TEMPORAL-SEGMENTS"":""5""}"
"489_qIXD2SN0","[""VID_20231104_122755.mp4""]",1.46,2.05,"{""TEMPORAL-SEGMENTS"":""1""}"
"490_AME0X2I1","[""VID_20231104_122808.mp4""]",0,1.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"490_cbea8l1l","[""VID_20231104_122808.mp4""]",1.2,2.5,"{""TEMPORAL-SEGMENTS"":""5""}"
"491_mQAKCUzU","[""VID_20231104_122814.mp4""]",0,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"491_tgTTmUgE","[""VID_20231104_122814.mp4""]",0.42,2.1,"{""TEMPORAL-SEGMENTS"":""5""}"
"491_XSGBejb9","[""VID_20231104_122814.mp4""]",2.1,2.585,"{""TEMPORAL-SEGMENTS"":""1""}"
"492_mBQwNwoX","[""VID_20231104_122837.mp4""]",0,1.16,"{""TEMPORAL-SEGMENTS"":""1""}"
"492_TirclzNY","[""VID_20231104_122837.mp4""]",1.16,2.92,"{""TEMPORAL-SEGMENTS"":""5""}"
"494_TGwBqRU6","[""VID_20231104_122853.mp4""]",0,0.7,"{""TEMPORAL-SEGMENTS"":""1""}"
"494_ZXhS4zn1","[""VID_20231104_122853.mp4""]",0.7,2.18,"{""TEMPORAL-SEGMENTS"":""5""}"
"495_0ze4RR28","[""VID_20231104_122901.mp4""]",0,0.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"495_BcgnxzQx","[""VID_20231104_122901.mp4""]",0.4,2.38,"{""TEMPORAL-SEGMENTS"":""5""}"
"495_oRWVA2yL","[""VID_20231104_122901.mp4""]",2.38,3.25,"{""TEMPORAL-SEGMENTS"":""1""}"
"496_Of83Bfnq","[""VID_20231104_122908.mp4""]",0,0.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"496_XGcvXpxy","[""VID_20231104_122908.mp4""]",0.4,1.9,"{""TEMPORAL-SEGMENTS"":""5""}"
"496_dENPaB9O","[""VID_20231104_122908.mp4""]",1.9,2.7,"{""TEMPORAL-SEGMENTS"":""1""}"
"497_6eERePX0","[""VID_20231104_122915.mp4""]",0,0.66,"{""TEMPORAL-SEGMENTS"":""1""}"
"497_5Xt0aZKF","[""VID_20231104_122915.mp4""]",0.66,2.04,"{""TEMPORAL-SEGMENTS"":""5""}"
"499_hOsG4rXG","[""VID_20231104_122928.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"499_pqeX5lTs","[""VID_20231104_122928.mp4""]",0.52,2.06,"{""TEMPORAL-SEGMENTS"":""5""}"
"499_5ieK5yHb","[""VID_20231104_122928.mp4""]",2.06,2.989,"{""TEMPORAL-SEGMENTS"":""1""}"
"502_XxfV4CPh","[""VID_20231104_123004.mp4""]",0,1.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"502_5wDKC2s6","[""VID_20231104_123004.mp4""]",1.32,2.98,"{""TEMPORAL-SEGMENTS"":""5""}"
"504_X5tOOnWC","[""VID_20231104_123033.mp4""]",0,0.72,"{""TEMPORAL-SEGMENTS"":""1""}"
"504_ypXsjFzW","[""VID_20231104_123033.mp4""]",0.72,2.02,"{""TEMPORAL-SEGMENTS"":""5""}"
"504_IXpagnGk","[""VID_20231104_123033.mp4""]",2.02,2.896,"{""TEMPORAL-SEGMENTS"":""1""}"
"506_9eYXYdZI","[""VID_20231104_123049.mp4""]",0,1.78,"{""TEMPORAL-SEGMENTS"":""1""}"
"506_PjTEumR7","[""VID_20231104_123049.mp4""]",1.78,3.56,"{""TEMPORAL-SEGMENTS"":""5""}"
"507_C6tXfdaX","[""VID_20231104_123103.mp4""]",0,0.68,"{""TEMPORAL-SEGMENTS"":""1""}"
"507_dhJbbTxO","[""VID_20231104_123103.mp4""]",0.68,1.94,"{""TEMPORAL-SEGMENTS"":""5""}"
"507_5LjgK5e8","[""VID_20231104_123103.mp4""]",1.94,2.383,"{""TEMPORAL-SEGMENTS"":""1""}"
"509_YUeIIWd7","[""VID_20231104_123118.mp4""]",0,0.54,"{""TEMPORAL-SEGMENTS"":""1""}"
